approved_for_scrape,suggested_decision,decision_reason,barcode,name,brand,query,card_text,image_alt,image_url_raw
YES,YES,milk_or_beverage_with_liquid_signal,5411188124689,אלפרו שיבולת שועל ללא סוכר,,משקה אורז,"אלפרו שיבולת שועל ללא סוכר
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
משקה סויה מועשר
תנובה אלטרנטיב | 1 ליטר
‏10.60 ‏₪
‏10.60 ‏₪ / 1 ליטר
משקה סויה בטעם וניל
תנובה אלטרנטיב | 1 ליטר
‏10.60 ‏₪
‏10.60 ‏₪ / 1 ליטר",אלפרו שיבולת שועל ללא סוכר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F360830_5411188124689.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F360830_5411188124689.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F360830_5411188124689.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,5411188112709,אלפרו שקדים ללא סוכר,,Alpro,"אלפרו שקדים ללא סוכר
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו סויה ללא סוכר
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו בריסטה שיבולת שועל
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו סויה
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו סויה לבישול 4.7% שומן
אלפרו | 250 מ""ל
2 יח' ב- ‏18 ₪
‏9.90 ‏₪
‏3.96 ‏₪ / 100 מ""ל
אלפרו שקדים
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו בריסטה שקדים
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו בריסטה סויה
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו סויה לבישול 14% שומן
אלפרו | 250 מ""ל
2 יח' ב- ‏18 ₪
‏9.90 ‏₪
‏3.96 ‏₪ / 100 מ""ל
אלפרו שיבולת שועל ללא סוכר
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו שוקו משקה סויה
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
אלפרו שקדים קר
אלפרו | 1 ליטר
‏9.90 ‏₪
‏13.90 ‏₪
‏9.90 ‏₪ / 1 ליטר
משקה סויה בריסטה אלפרו 500 מ""ל
אלפרו | 500 מ""ל
‏6.90 ‏₪
‏1.38 ‏₪ / 100 מ""ל
אלפרו סויה בטעם וניל
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר
מעדן סויה בטעם שוקולד מריר
אלפרו | 500 מ""ל
‏16.90 ‏₪
‏3.38 ‏₪ / 100 מ""ל
מעדן סויה בטעם וניל
אלפרו | 500 גרם
‏16.90 ‏₪
‏3.38 ‏₪ / 100 גרם
מעדן סויה בטעם שוקו
אלפרו | 500 גרם
‏16.90 ‏₪
‏3.38 ‏₪ / 100 גרם
אלפרו שיבולת שועל 1.8% שומן
אלפרו | 1 ליטר
‏13.90 ‏₪
‏13.90 ‏₪ / 1 ליטר
משקה סויה בטעם סחלב אלפרו 750 מ""ל
אלפרו | 750 מ""ל
במבצע ‏10.90 ₪
‏12.90 ‏₪
‏1.72 ‏₪ / 100 מ""ל",אלפרו שקדים ללא סוכר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F5%2F355921_5411188112709.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F5%2F355921_5411188112709.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F5%2F355921_5411188112709.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,5411188300328,אלפרו שוקו משקה סויה,,Alpro,"אלפרו שוקו משקה סויה
אלפרו | 1 ליטר
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",אלפרו שוקו משקה סויה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F5%2F355900_5411188300328_4.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F5%2F355900_5411188300328_4.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F5%2F355900_5411188300328_4.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,8000215204677,משקה שיבולת אורגני בריסטה,,Oatly,"משקה שיבולת אורגני בריסטה
ויטאריז | 1 ליטר
2 יח' ב- ‏25 ₪
‏14.90 ‏₪
‏14.90 ‏₪ / 1 ליטר",משקה שיבולת אורגני בריסטה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204677_s112-26-2021_10-26-33.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204677_s112-26-2021_10-26-33.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F0%2F8000215204677_s112-26-2021_10-26-33.jpg&w=384&q=75 2x"
YES,YES,milk_or_beverage_with_liquid_signal,,חלב 3% בקרטון 1 ליטר - מחיר בפיקוח ממשלתי,,משקה צמחי חלב,"חלב 3% בקרטון 1 ליטר - מחיר בפיקוח ממשלתי
חלב תנובה | 1 ליטר
‏7.28 ‏₪
‏7.28 ‏₪ / 1 ליטר",חלב 3% בקרטון 1 ליטר - מחיר בפיקוח ממשלתי,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F4%2Ff%2F4fd1b67388f8e34b37a9f715650f820c7576b608249c191c0a9e127c1b4a8423.jpeg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F4%2Ff%2F4fd1b67388f8e34b37a9f715650f820c7576b608249c191c0a9e127c1b4a8423.jpeg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F4%2Ff%2F4fd1b67388f8e34b37a9f715650f820c7576b608249c191c0a9e127c1b4a8423.jpeg&w=384&q=75 2x"
YES,REVIEW,known_brand_needs_review,7394376619939,משקה בריסטה שיבולת שועל,,חלב חצי שמן,"משקה בריסטה שיבולת שועל
אוטלי | 500 מ""ל
‏10.90 ‏₪
‏2.18 ‏₪ / 100 מ""ל",משקה בריסטה שיבולת שועל,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376619939_s103-10-2024_12-41-48.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376619939_s103-10-2024_12-41-48.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376619939_s103-10-2024_12-41-48.jpg&w=384&q=75 2x"
NO,REVIEW,known_brand_needs_review,7290114311014,"משקה אייס קפוצ'ינו 250 מ""ל",,חלב ללא לקטוז,"משקה אייס קפוצ'ינו 250 מ""ל
טרה | 250 מ""ל
‏5.70 ‏₪
‏2.28 ‏₪ / 100 מ""ל","משקה אייס קפוצ'ינו 250 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011431101411-30-2022_12-36-31.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011431101411-30-2022_12-36-31.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011431101411-30-2022_12-36-31.jpg&w=384&q=75 2x"
NO,REVIEW,milk_type_missing_liquid_signal,,גבינת עז מה 5%.,,חלב עז,"גבינת עז מה 5%.
מעדניה חלבית | 1000 גרם
‏60.00 ‏₪
‏6.00 ‏₪ / 100 גרם",גבינת עז מה 5%.,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F1258439.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F1258439.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F1258439.jpg&w=384&q=75 2x"
NO,REVIEW,milk_type_missing_liquid_signal,,גאודה-תום עזים במשקל 30%,,חלב עז,"גאודה-תום עזים במשקל 30%
מעדניה חלבית | 1000 גרם
‏159.00 ‏₪
‏15.90 ‏₪ / 100 גרם",גאודה-תום עזים במשקל 30%,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F5%2F7%2F571188.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F5%2F7%2F571188.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F5%2F7%2F571188.jpg&w=384&q=75 2x"
YES,REVIEW,known_brand_needs_review,7394376621451,משקה בריסטה שיבולת שועל להקצפה,,משקה שיבולת שועל,"משקה בריסטה שיבולת שועל להקצפה
אוטלי | 1 ליטר
‏15.90 ‏₪
‏15.90 ‏₪ / 1 ליטר",משקה בריסטה שיבולת שועל להקצפה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376621451_s101-21-2024_12-00-00.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376621451_s101-21-2024_12-00-00.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F3%2F7394376621451_s101-21-2024_12-00-00.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קפה,7290110577254,"יטבתה פרו קפה ללא סוכר 350 מ""ל",,חלב 1%,"יטבתה פרו קפה ללא סוכר 350 מ""ל
יטבתה | 350 מ""ל
‏7.20 ‏₪
‏2.06 ‏₪ / 100 מ""ל
צהובה הולנדית 1 ק""ג
כפיר | 1 ק""ג
‏38.90 ‏₪
‏38.90 ‏₪ / 1 ק""ג
תנובה גו קולגן אייס קפה 340 מ""ל
תנובה | 340 מ""ל
‏8.20 ‏₪
‏2.41 ‏₪ / 100 מ""ל
חלב טבעי 4% 1 ליטר
מחלבות רמת הגולן | 1 ליטר
‏8.60 ‏₪
‏8.60 ‏₪ / 1 ליטר","יטבתה פרו קפה ללא סוכר 350 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F364773_7290110577254.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F364773_7290110577254.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F364773_7290110577254.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קפה,7290110577261,"יטבתה פרו שוקולד אגוזים ללא סוכר 350 מ""ל",,חלב דל שומן,"יטבתה פרו שוקולד אגוזים ללא סוכר 350 מ""ל
יטבתה | 350 מ""ל
‏7.20 ‏₪
‏2.06 ‏₪ / 100 מ""ל
מולר פרוטאין משקה חלבון בטעם קפה 25גרם חלבון 0%שומן
מולר | 350 מ""ל
‏8.50 ‏₪
‏2.43 ‏₪ / 100 מ""ל
קינדר דליס 10 יח'
קינדר | 10 יח'
במבצע ‏14.90 ₪
בכפוף לתנאי המבצע
‏23.90 ‏₪
‏2.39 ‏₪ / 1 יח'
מילקה - שוקולד חלב 90 גרם
מילקה | 90 גרם
2 יח' ב- ‏16 ₪
‏8.90 ‏₪
‏9.89 ‏₪ / 100 גרם","יטבתה פרו שוקולד אגוזים ללא סוכר 350 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F364774_7290110577261.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F364774_7290110577261.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F364774_7290110577261.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קפה,7290114313278,מולר פרוטאין משקה חלבון בטעם קפה 25גרם חלבון 0%שומן,,חלב דל שומן,"מולר פרוטאין משקה חלבון בטעם קפה 25גרם חלבון 0%שומן
מולר | 350 מ""ל
‏8.50 ‏₪
‏2.43 ‏₪ / 100 מ""ל",מולר פרוטאין משקה חלבון בטעם קפה 25גרם חלבון 0%שומן,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011431327805-12-2025_08-48-35.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011431327805-12-2025_08-48-35.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011431327805-12-2025_08-48-35.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:לבן,7290110557379,מילקי טופ בטעם קורנפלקס עם חלב,,חלב שוקולד,"מילקי טופ בטעם קורנפלקס עם חלב
מילקי | 144 גרם
‏4.80 ‏₪
‏3.33 ‏₪ / 100 גרם
החלב החדש מושלם לקפה גד רימילק 750 מ""ל
מחלבות גד | 750 מ""ל
2 יח' ב- ‏20 ₪
‏12.90 ‏₪
‏1.72 ‏₪ / 100 מ""ל
חלב בקרטון 3% 2 ליטר מהדרין - מחיר בפיקוח ממשלתי
טרה | 2 ליטר
‏14.56 ‏₪
‏7.28 ‏₪ / 1 ליטר
דנונה בר עם קורנפלקס מצופה שוק' חלב ולבן
דנונה | 172 גרם
‏4.90 ‏₪
‏2.85 ‏₪ / 100 גרם
חלב 3% בקבוק 2 ליטר
יטבתה | 2 ליטר
‏16.90 ‏₪
‏8.45 ‏₪ / 1 ליטר",מילקי טופ בטעם קורנפלקס עם חלב,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F362090_7290110557379.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F362090_7290110557379.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F362090_7290110557379.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קפה,7290019635741,"החלב החדש מושלם לקפה גד רימילק 750 מ""ל",,חלב שוקולד,"החלב החדש מושלם לקפה גד רימילק 750 מ""ל
מחלבות גד | 750 מ""ל
2 יח' ב- ‏20 ₪
‏12.90 ‏₪
‏1.72 ‏₪ / 100 מ""ל","החלב החדש מושלם לקפה גד רימילק 750 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290019635741_s1_1512-16-2025_07-16-40.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290019635741_s1_1512-16-2025_07-16-40.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290019635741_s1_1512-16-2025_07-16-40.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:חטיף,7290119371112,חטיף חלבון בטעם קרמל בציפוי שוקולד חלב ואגוזי לוז,,חלב עשיר בחלבון,"חטיף חלבון בטעם קרמל בציפוי שוקולד חלב ואגוזי לוז
PRO | 60 גרם
‏14.90 ‏₪
‏24.83 ‏₪ / 100 גרם",חטיף חלבון בטעם קרמל בציפוי שוקולד חלב ואגוזי לוז,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F366363_7290119371112.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F366363_7290119371112.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F366363_7290119371112.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:חטיף,7290119377411,דנונה פרו 25 טבעי,,חלב עשיר בחלבון,"דנונה פרו 25 טבעי
דנונה | 215 גרם
‏6.90 ‏₪
‏3.21 ‏₪ / 100 גרם
דנונה פרו 21 גר 0% שומן
דנונה | 200 גרם
5 יח' ב- ‏28 ₪
‏5.90 ‏₪
‏2.95 ‏₪ / 100 גרם
חטיף חלבון בטעם בוטנים קרמל
אול אין | 60 גרם
‏14.90 ‏₪
‏24.83 ‏₪ / 100 גרם
מארז סלמי תה מעושן וחרמון עוף והודו
זוגלובק | 800 גרם
‏29.90 ‏₪
‏3.74 ‏₪ / 100 גרם",דנונה פרו 25 טבעי,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F368631_7290119377411.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F368631_7290119377411.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F6%2F368631_7290119377411.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:חטיף,7290018043899,חטיף חלבון בטעם בוטנים קרמל,,חלב עשיר בחלבון,"חטיף חלבון בטעם בוטנים קרמל
אול אין | 60 גרם
‏14.90 ‏₪
‏24.83 ‏₪ / 100 גרם",חטיף חלבון בטעם בוטנים קרמל,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290018043899_s1_1501-22-2024_09-21-13.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290018043899_s1_1501-22-2024_09-21-13.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290018043899_s1_1501-22-2024_09-21-13.jpg&w=384&q=75 2x"
NO,REJECT,not_milk_or_beverage,7290119388509,"משקה יטבתה פרו לל""ס 40 קרמל מלוח 350 מ""ל",,חלב ללא לקטוז,"משקה יטבתה פרו לל""ס 40 קרמל מלוח 350 מ""ל
יטבתה | 350 מ""ל
‏10.90 ‏₪
‏3.11 ‏₪ / 100 מ""ל","משקה יטבתה פרו לל""ס 40 קרמל מלוח 350 מ""ל","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370334_7290119388509.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370334_7290119388509.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F7%2F370334_7290119388509.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:שמנת,7290006492630,גבינת שמנת מחלב עיזים גדעז 16% 180 גרם,,חלב עז,"גבינת שמנת מחלב עיזים גדעז 16% 180 גרם
גד | 180 גרם
‏26.90 ‏₪
‏14.94 ‏₪ / 100 גרם",גבינת שמנת מחלב עיזים גדעז 16% 180 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290006492630_s1_1510-02-2022_08-22-31.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290006492630_s1_1510-02-2022_08-22-31.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290006492630_s1_1510-02-2022_08-22-31.jpg&w=384&q=75 2x"
